Latitude,Longitude,Postcode,Region Type,Sector,Suburb,Type,﻿Name
-31.8728,115.951,6063,Major Cities,Gov,Beechboro,Primary,East Beechboro Primary School
-37.9347,145.069,3165,Major Cities,Gov,Bentleigh East,Primary,East Bentleigh Primary School
-27.4864,153.04,4169,Major Cities,Gov,East Brisbane,Primary,East Brisbane State School
-31.6446,115.712,6036,Major Cities,Gov,Butler,Primary,East Butler Primary School
-41.1779,146.372,7310,Outer Regional,Gov,East Devonport,Primary,East Devonport Primary School
-37.7822,145.159,3109,Major Cities,Gov,Doncaster East,Secondary,East Doncaster Secondary College
-32.0479,115.76,6160,Major Cities,Gov,Fremantle,Primary,East Fremantle Primary School
-37.8287,147.599,3875,Outer Regional,Gov,Bairnsdale,Special,East Gippsland Specialist School
-31.848,115.818,6022,Major Cities,Gov,Hamersley,Primary,East Hamersley Primary School
-32.077,115.79,6163,Major Cities,Gov,Hamilton Hill,Primary,East Hamilton Hill Primary School
-33.9572,150.994,2213,Major Cities,Gov,Panania,Secondary,East Hills Boys High School
-33.9569,150.992,2213,Major Cities,Gov,Panania,Secondary,East Hills Girls Technology High School
-33.958,150.992,2213,Major Cities,Gov,Panania,Primary,East Hills Public School
-30.7473,121.485,6430,Outer Regional,Gov,Kalgoorlie,Primary,East Kalgoorlie Primary School
-32.0317,115.98,6107,Major Cities,Gov,Kenwick,Primary,East Kenwick Primary School
-15.768,128.738,6743,Very Remote,Gov,Kununurra,Combined,East Kimberley College
-41.442,147.152,7250,Inner Regional,Gov,East Launceston,Primary,East Launceston Primary School
-36.3722,144.141,3571,Inner Regional,Gov,Dingee,Combined,East Loddon P-12 College
-32.055,116.004,6109,Major Cities,Gov,Maddington,Primary,East Maddington Primary School
-34.2456,116.151,6258,Outer Regional,Gov,Manjimup,Primary,East Manjimup Primary School
-34.882,138.654,5074,Major Cities,Gov,Campbelltown,Primary,East Marden Primary School
-32.9361,117.188,6312,Outer Regional,Gov,Narrogin,Primary,East Narrogin Primary School
-34.8177,138.666,5096,Major Cities,Gov,Para Hills,Primary,East Para Primary School
-37.734,145.034,3072,Major Cities,Non-Gov,Preston,Combined,East Preston Islamic College
-41.3877,147.13,7248,Inner Regional,Gov,Mayfield,Primary,East Tamar Primary School
-34.8899,138.666,5073,Major Cities,Gov,Hectorville,Primary,East Torrens Primary School
-41.1545,146.192,7315,Outer Regional,Gov,Ulverstone,Primary,East Ulverstone Primary School
-31.98,115.908,6101,Major Cities,Gov,East Victoria Park,Special,East Victoria Park Education Support Centre
-31.9794,115.908,6101,Major Cities,Gov,East Victoria Park,Primary,East Victoria Park Primary School
-32.3042,115.761,6168,Major Cities,Gov,Cooloongup,Primary,East Waikiki Primary School
-31.7569,115.817,6065,Major Cities,Gov,Wanneroo,Primary,East Wanneroo Primary School
-38.3739,144.884,3939,Major Cities,Gov,Capel Sound,Primary,Eastbourne Primary School
-33.787,150.853,2766,Major Cities,Gov,Eastern Creek,Primary,Eastern Creek Public School
-35.2582,138.903,5255,Inner Regional,Gov,Strathalbyn,Combined,Eastern Fleurieu R-12 School - Strathalbyn 7-12 Campus
-35.2884,138.76577,5157,Inner Regional,Gov,Ashbourne,Combined,Eastern Fleurieu R-12 School - Ashbourne R-6 Campus
-35.2966,139.036,5255,Inner Regional,Gov,Langhorne Creek,Combined,Eastern Fleurieu R-12 School - Langhorne Creek R-6 Campus
-35.4055,138.973,5256,Inner Regional,Gov,Milang,Combined,Eastern Fleurieu R-12 School - Milang R-6 Campus
-35.2561,138.899,5255,Inner Regional,Gov,Strathalbyn,Combined,Eastern Fleurieu R-12 School - Strathalbyn R-6 Campus
-30.7502,121.475,6430,Outer Regional,Gov,Kalgoorlie,Secondary,Eastern Goldfields College
-30.768,121.48,6430,Outer Regional,Gov,Kalgoorlie,Special,Eastern Goldfields Education Support Centre
-31.8752,116.22,6082,Major Cities,Gov,Mount Helena,Secondary,Eastern Hills Senior High School
-37.88,145.28582,3156,Major Cities,Gov,Ferntree Gully,Special,Eastern Ranges School
-33.9281,151.214,2018,Major Cities,Gov,Eastlakes,Primary,Eastlakes Public School
-42.8516,147.384,7018,Inner Regional,Non-Gov,Warrane,Combined,Eastside Lutheran College
-33.7819,151.095,2122,Major Cities,Gov,Eastwood,Primary,Eastwood Heights Public School
-37.8172,145.252,3135,Major Cities,Gov,Ringwood East,Primary,Eastwood Primary School
-37.8173,145.252,3135,Major Cities,Gov,Ringwood East,Primary,Eastwood Primary School-Eastwood Deaf Facility
-33.7927,151.078,2122,Major Cities,Gov,Eastwood,Primary,Eastwood Public School
-19.26820899,146.7363375,4814,Outer Regional,Non-Gov,Mount Louisa,Special,Eaton College
-33.3184,115.722,6232,Inner Regional,Gov,Eaton,Secondary,Eaton Community College
-33.3217,115.702,6232,Inner Regional,Gov,Eaton,Primary,Eaton Primary School
-27.3357,152.956,4037,Major Cities,Gov,Eatons Hill,Primary,Eatons Hill State School
-33.8043,150.929,2148,Major Cities,Non-Gov,Prospect,Combined,Ebenezer Christian College
-33.5309,150.877,2756,Inner Regional,Gov,Ebenezer,Primary,Ebenezer Public School
-30.4033,152.35,2453,Outer Regional,Gov,Ebor,Primary,Ebor Public School
-38.1782,145.926,3820,Inner Regional,Non-Gov,Warragul,Special,ECG Secondary College
-37.98562441,145.2128488,3175,Major Cities,Non-Gov,Dandenong,Special,ECG Secondary College - Dandenong Campus
-38.4752,145.956,3953,Inner Regional,Non-Gov,Leongatha,Special,ECG Secondary College - Leongatha Campus
-38.0705,145.475,3810,Major Cities,Non-Gov,Pakenham,Special,ECG Secondary College - Pakenham Campus
-36.1324,144.732,3564,Inner Regional,Gov,Echuca,Secondary,Echuca College
-36.1341,144.761,3564,Inner Regional,Gov,Echuca,Primary,Echuca East Primary School
-36.1282,144.747,3564,Inner Regional,Gov,Echuca,Primary,Echuca Primary School
-36.1385,144.724,3564,Inner Regional,Gov,Echuca,Primary,Echuca Twin Rivers Primary School
-36.137618,144.725326,3564,Inner Regional,Gov,Echuca,Special,Echuca Twin Rivers Specialist School
-35.0976,138.791,5153,Inner Regional,Gov,Echunga,Primary,Echunga Primary and Preschool
-31.7664,115.769,6027,Major Cities,Gov,Heathridge,Primary,Eddystone Primary School
-33.9898,150.8915859,2564,Major Cities,Non-Gov,Macquarie Fields,Special,EDEN College
-31.8934,115.946,6054,Major Cities,Gov,Eden Hill,Primary,Eden Hill Primary School
-35.0205,138.595,5050,Major Cities,Gov,Eden Hills,Primary,Eden Hills Primary School
-37.0553,149.907,2551,Outer Regional,Gov,Eden,Secondary,Eden Marine High School
-37.0636,149.906,2551,Outer Regional,Gov,Eden,Primary,Eden Public School
-38.07985,145.44355,3810,Major Cities,Gov,Pakenham,Secondary,Edenbrook Secondary College
-37.0334,141.299,3318,Outer Regional,Gov,Edenhope,Combined,Edenhope College
-27.7053,153.17,4207,Major Cities,Gov,Edens Landing,Primary,Edens Landing State School
-33.8821,150.876,2176,Major Cities,Gov,Edensor Park,Primary,Edensor Park Public School
-37.60924,145.00437,3750,Major Cities,Gov,Wollert,Primary,Edgars Creek Primary School
-37.6162,145.005,3750,Major Cities,Gov,Wollert,Secondary,Edgars Creek Secondary College
-16.9052,145.743,4870,Outer Regional,Gov,Edge Hill,Primary,Edge Hill State School
-33.9136,151.131,2193,Major Cities,Gov,Hurlstone Park,Special,Edgeware School
-31.7637,115.781,6027,Major Cities,Gov,Edgewater,Primary,Edgewater Primary School
-32.9244,151.609,2285,Major Cities,Gov,Edgeworth,Primary,Edgeworth Heights Public School
-32.9229,151.62,2285,Major Cities,Gov,Edgeworth,Primary,Edgeworth Public School
-36.7065,146.449,3678,Outer Regional,Gov,Edi Upper,Primary,Edi Upper Primary School
-37.785,145.352,3140,Major Cities,Non-Gov,Lilydale,Combined,Edinburgh College
-37.7838,145.351,3140,Major Cities,Non-Gov,Lilydale,Combined,Edinburgh College (Primary Campus)
-40.9705,145.093,7330,Outer Regional,Gov,Edith Creek,Primary,Edith Creek Primary School
-38.0375,145.113,3196,Major Cities,Gov,Edithvale,Primary,Edithvale Primary School
-33.96559462,150.8529935,2174,Major Cities,Gov,Edmondson Park,Primary,Edmondson Park Public School
"-34.4199, -31.3129","150.863, 116.178","2500, 6502","Major Cities, Outer Regional",Non-Gov,"West Wollongong, Bindoon",Secondary,Edmund Rice College
-34.71330752,138.6710054,5112,Major Cities,Non-Gov,Elizabeth,Special,Edmund Rice Flexi School
-34.68740336,138.672899,5113,Major Cities,Non-Gov,Davoren Park,Secondary,Edmund Rice Flexi School - Davoren Park Campus
-31.9474,116.007,6057,Major Cities,Gov,High Wycombe,Primary,Edney Primary School
-36.5477,145.984,3672,Inner Regional,Non-Gov,Benalla,Special,EdSpace
-35.5244,144.951,2710,Inner Regional,Gov,Deniliquin,Primary,Edward Public School
-34.9787,138.578,5039,Major Cities,Gov,Melrose Park,Primary,Edwardstown Primary School
-33.3775,149.539,2795,Inner Regional,Gov,Eglinton,Primary,Eglinton Public School
-25.3723,151.121,4627,Outer Regional,Gov,Eidsvold,Combined,Eidsvold State School
-27.5932,153.109,4113,Major Cities,Gov,Eight Mile Plains,Primary,Eight Mile Plains State School
-37.2345,145.907,3713,Outer Regional,Gov,Eildon,Primary,Eildon Primary School
-33.8929,151.149,2049,Major Cities,Non-Gov,Lewisham,Special,Eileen O'Connor Catholic College
-21.0594,149.162,4740,Inner Regional,Gov,Rural View,Primary,Eimeo Road State School
-17.8078,146.003,4855,Outer Regional,Gov,El Arish,Primary,El Arish State School
-31.6194,152.292,2429,Outer Regional,Gov,Elands,Primary,Elands Public School
-33.7037,151.285,2101,Major Cities,Gov,Elanora Heights,Primary,Elanora Heights Public School
-28.1289,153.45,4221,Major Cities,Gov,Elanora,Secondary,Elanora State High School
-28.1306,153.467,4221,Major Cities,Gov,Elanora,Primary,Elanora State School
-34.0526,150.715,2570,Major Cities,Gov,Elderslie,Secondary,Elderslie High School
-34.0545,150.722,2570,Major Cities,Gov,Elderslie,Primary,Elderslie Public School
-32.9905,151.643,2282,Major Cities,Gov,Eleebana,Primary,Eleebana Public School
-32.9156,151.667,2287,Major Cities,Gov,Wallsend,Primary,Elermore Vale Public School
-37.598,144.889,3064,Major Cities,Gov,Craigieburn,Secondary,Elevation Secondary College
-27.0132,152.942,4516,Major Cities,Gov,Elimbah,Primary,Elimbah State School
-38.1593,145.19,3910,Major Cities,Gov,Langwarrin,Secondary,Elisabeth Murdoch College
-42.8776,147.318,7000,Inner Regional,Gov,North Hobart,Secondary,Elizabeth College
-34.6988,138.695,5113,Major Cities,Gov,Elizabeth Downs,Primary,Elizabeth Downs Primary School
-34.7251,138.677,5112,Major Cities,Gov,Elizabeth East,Primary,Elizabeth East Primary School
-34.7318,138.671,5112,Major Cities,Gov,Elizabeth Grove,Primary,Elizabeth Grove Primary School
-34.0571,150.74,2567,Major Cities,Gov,Narellan,Secondary,Elizabeth Macarthur High School
-34.7033,138.674,5113,Major Cities,Gov,Elizabeth North,Primary,Elizabeth North Primary School
-34.7129,138.685,5113,Major Cities,Gov,Elizabeth Park,Primary,Elizabeth Park Primary School
-34.7311,138.662,5112,Major Cities,Gov,Elizabeth South,Primary,Elizabeth South Primary School
-34.7461,138.669,5112,Major Cities,Gov,Elizabeth Vale,Primary,Elizabeth Vale Primary School
-32.9147,151.312,2325,Inner Regional,Gov,Ellalong,Primary,Ellalong Public School
-31.7713,115.975,6069,Major Cities,Gov,Ellenbrook,Primary,Ellen Stirling Primary School
-31.7874,115.96,6069,Major Cities,Non-Gov,Ellenbrook,Combined,Ellenbrook Christian College
-31.7927,115.975,6069,Major Cities,Gov,Ellenbrook,Primary,Ellenbrook Primary School
-31.7855,115.966,6069,Major Cities,Gov,Ellenbrook,Secondary,Ellenbrook Secondary College
-31.8177,151.304,2337,Outer Regional,Gov,Ellerston,Primary,Ellerston Public School
-38.3614,143.584,3250,Inner Regional,Gov,Elliminyt,Primary,Elliminyt Primary School
-38.2402,145.936,3821,Inner Regional,Gov,Ellinbank,Primary,Ellinbank Primary School
-24.9075,152.476,4670,Inner Regional,Gov,Elliott Heads,Primary,Elliott Heads State School
-17.5553,133.54,0862,Very Remote,Gov,Elliott,Combined,Elliott School
-33.6904,150.585,2777,Major Cities,Gov,Springwood,Primary,Ellison Public School
-33.6442,134.892,5670,Very Remote,Gov,Elliston,Combined,Elliston Area School
-36.4972,144.609,3558,Inner Regional,Gov,Elmore,Primary,Elmore Primary School
-34.403,150.889,2519,Major Cities,Non-Gov,Mount Ousley,Combined,Elonera Montessori School
-34.6349,148.018,2590,Inner Regional,Non-Gov,Cootamundra,Special,Elouera Special School
-37.105,144.333,3448,Inner Regional,Gov,Elphinstone,Primary,Elphinstone Primary School
-37.8914,144.997,3186,Major Cities,Gov,Brighton,Primary,Elsternwick Primary School
-37.7004,145.192,3095,Major Cities,Non-Gov,Research,Combined,Eltham College
-37.8126,144.961,3000,Major Cities,Non-Gov,Melbourne,Combined,Eltham College - Lonsdale Street Campus
-37.7115,145.155,3095,Major Cities,Gov,Eltham,Primary,Eltham East Primary School
-37.7246,145.142,3095,Major Cities,Gov,Eltham,Secondary,Eltham High School
-37.7001,145.151,3095,Major Cities,Gov,Eltham North,Primary,Eltham North Primary School
-37.725,145.148,3095,Major Cities,Gov,Eltham,Primary,Eltham Primary School
-28.7637,153.409,2480,Inner Regional,Gov,Eltham,Primary,Eltham Public School
-37.882,144.984,3184,Major Cities,Gov,Elwood,Secondary,Elwood College
-37.8815,144.988,3184,Major Cities,Gov,Elwood,Primary,Elwood Primary School
-33.907,151.244,2031,Major Cities,Non-Gov,Randwick,Combined,Emanuel School
-31.9022,115.909,6062,Major Cities,Gov,Embleton,Primary,Embleton Primary School
-23.5528,148.171,4720,Outer Regional,Non-Gov,Emerald,Combined,Emerald Christian College
-23.5133,148.164,4720,Outer Regional,Gov,Emerald,Primary,Emerald North State School
-37.9334,145.442,3782,Major Cities,Gov,Emerald,Primary,Emerald Primary School
-37.9243,145.459,3782,Major Cities,Gov,Emerald,Secondary,Emerald Secondary College
-23.5135,148.158,4720,Outer Regional,Gov,Emerald,Secondary,Emerald State High School
-23.5236,148.161,4720,Outer Regional,Gov,Emerald,Primary,Emerald State School
-37.9692,145.208,3175,Major Cities,Gov,Dandenong,Special,Emerson School
-37.9679,145.213,3175,Major Cities,Gov,Dandenong North,Special,Emerson School-Emerson Middle campus
-33.7447,150.805,2770,Major Cities,Gov,Emerton,Primary,Emerton Public School
-28.862,153.53,2478,Inner Regional,Non-Gov,Ballina,Combined,Emmanuel Anglican College
-32.128,115.841,6164,Major Cities,Non-Gov,Success,Secondary,Emmanuel Catholic College
-21.1102,149.157,4740,Inner Regional,Non-Gov,Mount Pleasant,Primary,Emmanuel Catholic Primary School
-31.8457,115.848,6064,Major Cities,Non-Gov,Girrawheen,Combined,Emmanuel Christian Community School
-31.8469,115.845,6064,Major Cities,Non-Gov,Girrawheen,Combined,Emmanuel Christian Community School - Casserley Avenue Campus
-42.9008,147.439,7019,Inner Regional,Non-Gov,Rokeby,Combined,Emmanuel Christian School
"-28.0165, -37.8316","153.37, 144.842","4211, 3025",Major Cities,Non-Gov,"Carrara, Altona North","Combined, Secondary",Emmanuel College
-37.8836,144.744,3030,Major Cities,Non-Gov,Point Cook,Secondary,Emmanuel College - Notre Dame Campus
-38.370572,142.477,3280,Inner Regional,Non-Gov,Warrnambool,Secondary,Emmanuel College Warrnambool - McAuley Campus
-38.3736,142.481,3280,Inner Regional,Non-Gov,Warrnambool,Secondary,Emmanuel College Warrnambool - Rice Campus
-33.8323,150.793,2178,Major Cities,Non-Gov,Kemps Creek,Secondary,Emmaus Catholic College
"-37.6126, -37.7003, -31.84713743","143.872, 144.772, 115.9723654","3350, 3037, 6055","Inner Regional, Major Cities, Major Cities",Non-Gov,"Mount Clear, Sydenham, Dayton",Primary,Emmaus Catholic Primary School
-35.1039,138.558,5162,Major Cities,Non-Gov,Woodcroft,Primary,Emmaus Catholic School
-34.9712,138.559,5038,Major Cities,Non-Gov,South Plympton,Combined,Emmaus Christian College
-34.9301,138.548,5032,Major Cities,Non-Gov,Brooklyn Park,Combined,Emmaus Christian College - Brooklyn Park Campus
-35.2534,149.143,2602,Major Cities,Non-Gov,Dickson,Combined,Emmaus Christian School
"-23.3497, -37.848, -27.8343","150.523, 145.174, 153.038","4701, 3133, 4280","Inner Regional, Major Cities, Major Cities",Non-Gov,"Park Avenue, Vermont South, Jimboomba","Secondary, Combined",Emmaus College
-23.3479,150.523,4701,Inner Regional,Non-Gov,North Rockhampton,Secondary,Emmaus College - Yaamba Road Campus
-37.8484,145.096,3125,Major Cities,Non-Gov,Burwood,Secondary,Emmaus College - Burwood Campus
-29.4462,151.602,2371,Outer Regional,Gov,Emmaville,Combined,Emmaville Central School
-33.5043,151.363,2257,Major Cities,Gov,Empire Bay,Primary,Empire Bay Public School
-28.9151,153.506,2478,Inner Regional,Gov,Empire Vale,Primary,Empire Vale Public School
-27.7834,151.945,4359,Inner Regional,Gov,East Greenmount,Primary,Emu Creek State School
-33.7367,150.649,2750,Major Cities,Gov,Emu Plains,Primary,Emu Heights Public School
-23.2592,150.821,4710,Inner Regional,Gov,Emu Park,Primary,Emu Park State School
-33.7556,150.658,2750,Major Cities,Gov,Emu Plains,Primary,Emu Plains Public School
-35.529454,138.637557,5211,Inner Regional,Non-Gov,Victor Harbor,Combined,Encounter Lutheran College
-15.482,145.254,4895,Remote,Non-Gov,Cooktown,Combined,Endeavour Christian College
-34.8127,138.622,5095,Major Cities,Non-Gov,Mawson Lakes,Secondary,Endeavour College
-32.3702,115.751,6172,Major Cities,Gov,Port Kennedy,Special,Endeavour Education Support Centre
-37.97754735,145.2434563,3802,Major Cities,Gov,Endeavour Hills,Special,Endeavour Hills Specialist School
-32.3702,115.751,6172,Major Cities,Gov,Port Kennedy,Primary,Endeavour Primary School
-34.0318,151.119,2229,Major Cities,Gov,Caringbah,Secondary,Endeavour Sports High School
-29.8203,115.268,6518,Remote,Gov,Eneabba,Primary,Eneabba Primary School
-34.8654,138.60299,5085,Major Cities,Gov,Enfield,Primary,Enfield Primary School
-33.8886,151.095,2136,Major Cities,Gov,Enfield,Primary,Enfield Public School
-34.0621,151.019,2233,Major Cities,Gov,Engadine,Secondary,Engadine High School
-34.0634,151.012,2233,Major Cities,Gov,Engadine,Primary,Engadine Public School
-34.0595,151.003,2233,Major Cities,Gov,Engadine,Primary,Engadine West Public School
-19.3299,146.757,4814,Outer Regional,Non-Gov,Douglas,Combined,Enkindle Village School
-29.3189,145.844,2840,Very Remote,Gov,Enngonia,Primary,Enngonia Public School
-27.4171,152.994,4051,Major Cities,Gov,Enoggera,Primary,Enoggera State School
-33.74164829,151.1985317,2085,Major Cities,Non-Gov,Davidson,Special,EOC Broken Bay
-33.18799807,151.5773233,2259,Major Cities,Non-Gov,Lake Munmorah,Special,EOC Broken Bay - Lake Munmorah
-33.71621732,151.1216039,2076,Major Cities,Non-Gov,Wahroonga,Special,EOC Broken Bay - Wahroonga
-20.4631,135.25,0872,Very Remote,Gov,Wutunugurra,Combined,Epenarra School
-36.8418,144.388,3551,Inner Regional,Gov,Axe Creek,Primary,Eppalock Primary School
-33.7695,151.1,2122,Major Cities,Gov,Eastwood,Secondary,Epping Boys High School
-33.7627,151.074,2121,Major Cities,Gov,Epping,Primary,Epping Heights Public School
-33.7576,151.095,2121,Major Cities,Gov,North Epping,Primary,Epping North Public School
-37.6449,145.026,3076,Major Cities,Gov,Epping,Primary,Epping Primary School
-37.6508,145.042,3076,Major Cities,Gov,Epping,Primary,Epping Primary School-Greenbrook Campus
-33.7707,151.088,2121,Major Cities,Gov,Epping,Primary,Epping Public School
-37.6443,145.033,3076,Major Cities,Gov,Epping,Secondary,Epping Secondary College
-37.6287,145.025,3076,Major Cities,Gov,Epping,Primary,Epping Views Primary School
-33.7728,151.068,2121,Major Cities,Gov,Epping,Primary,Epping West Public School
-36.7051,144.313,3551,Inner Regional,Gov,Epsom,Primary,Epsom Primary School
-37.8271,145.031,3122,Major Cities,Non-Gov,Hawthorn,Primary,Erasmus Primary School
-33.428,151.414,2260,Major Cities,Gov,Erina Heights,Primary,Erina Heights Public School
-33.4403,151.382,2250,Major Cities,Gov,Erina,Secondary,Erina High School
-35.40305,149.09655,2903,Major Cities,Gov,Wanniassa,Secondary,Erindale College
-33.8048,151.07,2114,Major Cities,Gov,West Ryde,Primary,Ermington Public School
-33.8059,151.058,2115,Major Cities,Gov,Ermington,Primary,Ermington West Public School
-26.2838,132.135,0872,Very Remote,Gov,Ghan,Combined,Ernabella Anangu School
-26.6693,143.269,4480,Very Remote,Gov,Eromanga,Primary,Eromanga State School
-34.9622,138.548,5038,Major Cities,Gov,Plympton,Special,Errington Special Education Centre
-33.808,150.803,2759,Major Cities,Gov,Erskine Park,Secondary,Erskine Park High School
-33.9009,151.186,2043,Major Cities,Gov,Erskineville,Primary,Erskineville Public School
-34.0283,150.811,2558,Major Cities,Gov,Eschol Park,Primary,Eschol Park Public School
-27.2477,152.426,4312,Inner Regional,Gov,Esk,Primary,Esk State School
-36.4653,147.251,3701,Outer Regional,Gov,Eskdale,Primary,Eskdale Primary School
-33.8711,121.886,6450,Remote,Non-Gov,Esperance,Secondary,Esperance Anglican Community School
-33.864,121.877,6450,Remote,Non-Gov,Esperance,Primary,Esperance Christian School
-33.8594,121.871,6450,Remote,Gov,Esperance,Special,Esperance Education Support Centre
-33.8631,121.89,6450,Remote,Gov,Esperance,Primary,Esperance Primary School
-33.8604,121.871,6450,Remote,Gov,Esperance,Secondary,Esperance Senior High School
-37.7441,144.868,3033,Major Cities,Gov,Keilor East,Secondary,Essendon Keilor College
-37.7301,144.879,3042,Major Cities,Gov,Niddrie,Secondary,Essendon Keilor College-Niddrie Campus
-37.7552,144.902,3040,Major Cities,Gov,Essendon,Secondary,Essendon Keilor College-Senior Campus
-37.7415,144.903,3041,Major Cities,Gov,Essendon North,Primary,Essendon North Primary School
-37.7531,144.921,3040,Major Cities,Gov,Essendon,Primary,Essendon Primary School
-37.8629,145.115,3149,Major Cities,Gov,Mount Waverley,Primary,Essex Heights Primary School
-35.068071,147.352756,2650,Inner Regional,Gov,Wagga Wagga,Primary,Estella Public School
-33.425312,151.343,2250,Major Cities,Non-Gov,Gosford,Special,ET Australia Secondary College
-33.4273682,151.3429502,2250,Major Cities,Non-Gov,Gosford,Special,ET Australia Secondary College Senior Campus
-32.34644,115.98262,6125,Inner Regional,Non-Gov,Serpentine,Primary,Eton Farm Primary School
-21.2645,148.976,4741,Outer Regional,Gov,Eton,Primary,Eton State School
-33.5135,151.333,2257,Major Cities,Gov,Ettalong Beach,Primary,Ettalong Public School
-33.05583,146.397,2877,Remote,Gov,Euabalong West,Primary,Euabalong West Public School
-26.7266,152.958,4554,Inner Regional,Gov,Eudlo,Primary,Eudlo State School
-34.183,139.091,5374,Inner Regional,Gov,Eudunda,Combined,Eudunda Area School
-33.4231,148.369,2806,Outer Regional,Gov,Eugowra,Primary,Eugowra Public School
-28.1579,145.05,4491,Very Remote,Gov,Eulo,Primary,Eulo State School
-26.4734,152.952,4562,Inner Regional,Gov,Eumundi,Primary,Eumundi State School
-31.9512,148.621,2822,Outer Regional,Gov,Eumungerie,Primary,Eumungerie Public School
-30.8321,152.874,2441,Inner Regional,Gov,Eungai Creek,Primary,Eungai Public School
-21.1345,148.491,4757,Outer Regional,Gov,Eungella,Primary,Eungella State School
-28.6877,153.439,2480,Inner Regional,Gov,Eureka,Primary,Eureka Public School
-36.756,145.572,3666,Inner Regional,Gov,Euroa,Primary,Euroa Primary School
-36.7582,145.565,3666,Inner Regional,Gov,Euroa,Secondary,Euroa Secondary College
-34.9102,147.781,2663,Outer Regional,Gov,Eurongilly,Primary,Eurongilly Public School
-34.5756,142.744,2737,Outer Regional,Gov,Euston,Primary,Euston Public School
-41.5675,147.249,7212,Inner Regional,Gov,Evandale,Primary,Evandale Primary School
-33.7865,150.89,2148,Major Cities,Gov,Blacktown,Secondary,Evans High School
-29.1135,153.425,2473,Inner Regional,Gov,Evans Head,Combined,Evans River Community School
-34.624,138.72,5116,Major Cities,Gov,Evanston Gardens,Primary,Evanston Gardens Primary School
-35.2071,149.076,2617,Major Cities,Gov,Evatt,Primary,Evatt Primary School
-35.3064,149.02674,2611,Major Cities,Gov,Denman Prospect,Combined,Evelyn Scott School
-27.74026908,152.9939927,4124,Major Cities,Gov,Greenbank,Primary,Everleigh State School
-27.4076,152.998,4053,Major Cities,Gov,Everton Park,Secondary,Everton Park State High School
-27.3983,152.986,4053,Major Cities,Gov,Everton Park,Primary,Everton Park State School
-36.4353,146.545,3678,Inner Regional,Gov,Everton,Primary,Everton Primary School
-32.0815,115.943,6155,Major Cities,Gov,Canning Vale,Primary,Excelsior Primary School
-33.7404,150.99,2154,Major Cities,Gov,Castle Hill,Primary,Excelsior Public School
-41.3006,146.958,7275,Outer Regional,Gov,Exeter,Secondary,Exeter High School
-41.2989,146.956,7275,Outer Regional,Gov,Exeter,Primary,Exeter Primary School
-34.6161,150.322,2579,Inner Regional,Gov,Exeter,Primary,Exeter Public School
-37.7455,144.559,3338,Inner Regional,Gov,Exford,Primary,Exford Primary School
-21.9331,114.124,6707,Very Remote,Gov,Exmouth,Combined,Exmouth District High School
-37.79057,144.54837,3338,Major Cities,Gov,Eynesbury,Primary,Eynesbury Primary School
-35.4043,149.118,2904,Major Cities,Gov,Fadden,Primary,Fadden Primary School
-42.9162,147.353,7005,Inner Regional,Non-Gov,Sandy Bay,Combined,Fahan School
-32.6029,115.946,6208,Inner Regional,Non-Gov,Pinjarra,Special,Fairbridge College
-30.76108,121.48773,6430,Outer Regional,Non-Gov,South Kalgoorlie,Special,Fairbridge College - Kalgoorlie Campus
-30.4934,150.131,2382,Outer Regional,Gov,Maules Creek,Primary,Fairfax Public School
-33.8679,150.952,2165,Major Cities,Gov,Fairfield,Primary,Fairfield Heights Public School
-33.8652,150.959,2165,Major Cities,Gov,Fairfield,Secondary,Fairfield High School
-37.778,145.02,3078,Major Cities,Gov,Fairfield,Primary,Fairfield Primary School
-33.8668,150.955,2165,Major Cities,Gov,Fairfield,Primary,Fairfield Public School
-33.868,150.925,2165,Major Cities,Gov,Fairfield West,Primary,Fairfield West Public School
-37.8729,145.258,3180,Major Cities,Gov,Knoxfield,Secondary,Fairhills High School
-37.8692,145.266,3156,Major Cities,Gov,Ferntree Gully,Primary,Fairhills Primary School
-27.5553,151.977,4350,Inner Regional,Non-Gov,Toowoomba,Combined,Fairholme College
-33.8736,150.929,2165,Major Cities,Gov,Fairfield West,Secondary,Fairvale High School
-33.8766,150.941,2165,Major Cities,Gov,Fairfield,Primary,Fairvale Public School
-27.5351,151.912,4350,Inner Regional,Gov,Wilsonton,Primary,Fairview Heights State School
-34.7978,138.732,5126,Major Cities,Gov,Fairview Park,Primary,Fairview Park Primary School
"-33.3487, -42.7743","116.168, 147.051","6225, 7140",Inner Regional,Gov,"Collie, New Norfolk",Primary,Fairview Primary School
-34.3905,150.892,2519,Major Cities,Gov,Fairy Meadow,Primary,Fairy Meadow Public School
-23.9364,151.22,4680,Inner Regional,Non-Gov,Burua,Combined,Faith Baptist Christian School
-27.63439537,153.1359498,4127,Major Cities,Non-Gov,Daisy Hill,Combined,Faith Christian School of Distance Education - Daisy Hill Campus
-27.62104,153.10783,4114,Major Cities,Non-Gov,Woodridge,Secondary,Faith Christian School of Distance Education - Woodridge Campus
-34.5201,138.984,5352,Inner Regional,Non-Gov,Tanunda,Combined,Faith Lutheran College - Faith Campus
-34.5258,138.954,5352,Inner Regional,Non-Gov,Tanunda,Primary,Faith Lutheran College - Tanunda Lutheran Campus
-27.5677,152.417,4341,Inner Regional,Non-Gov,Plainland,Combined,Faith Lutheran College - Plainland
